id,address,lat,lng,rate,carpark_type,carpark_type_str,is_ttc,rate_half_hour,capacity,max_height,payment_methods/0,payment_methods/1,payment_methods/2,payment_options/0,payment_options/1,payment_options/2,rate_details/periods/0/title,rate_details/periods/0/rates/0/when,rate_details/periods/0/rates/0/rate,rate_details/periods/0/rates/1/when,rate_details/periods/0/rates/1/rate,rate_details/periods/0/notes/0,rate_details/periods/0/notes/1,rate_details/periods/0/notes/2,rate_details/periods/0/notes/3,enable_streetview,streetview_lat,streetview_long,streetview_yaw,streetview_pitch,streetview_zoom,rate_details/periods/1/title,rate_details/periods/1/rates/0/when,rate_details/periods/1/rates/0/rate,rate_details/periods/1/rates/1/when,rate_details/periods/1/rates/1/rate,rate_details/periods/1/notes/0,rate_details/periods/1/notes/1,rate_details/periods/1/notes/2,rate_details/periods/1/notes/3,rate_details/periods/1/notes/4,rate_details/periods/1/notes/5,rate_details/periods/1/notes/6,payment_options/3,rate_details/periods/2/title,rate_details/periods/2/rates/0/when,rate_details/periods/2/rates/0/rate,rate_details/periods/2/rates/1/when,rate_details/periods/2/rates/1/rate,rate_details/periods/2/notes/0,rate_details/periods/2/notes/1,rate_details/periods/2/notes/2,rate_details/periods/2/notes/3,rate_details/addenda/0,rate_details/addenda/1,rate_details/periods/0/rates/2/when,rate_details/periods/0/rates/2/rate,rate_details/periods/2/rates/2/when,rate_details/periods/2/rates/2/rate,rate_details/periods/3/title,rate_details/periods/3/rates/0/when,rate_details/periods/3/rates/0/rate,rate_details/periods/3/rates/1/when,rate_details/periods/3/rates/1/rate,rate_details/periods/4/title,rate_details/periods/4/rates/0/when,rate_details/periods/4/rates/0/rate,rate_details/periods/4/rates/1/when,rate_details/periods/4/rates/1/rate
93,675 Manning Avenue,43.664651,-79.416014,$1.25 / Half Hour,surface,Surface,false,1.25,52,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.50,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.664548,-79.416183,13.73,3.10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"745 Ossington Avenue, 16 Carling Avenue",43.662431,-79.425648,$1.00 / Half Hour,surface,Surface,false,1.00,45,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.662413,-79.425823,26.59,-2.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,15 Denison Avenue,43.648412,-79.400307,$2.00 / Half Hour,surface,Surface,false,2.00,120,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.648406,-79.399782,303.27,-3.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,251 MacPherson Avenue,43.677378,-79.400350,$1.00 / Half Hour,surface,Surface,false,1.00,40,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$9.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.677344,-79.400682,98.53,-5.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,51 Aberdeen Avenue,43.664703,-79.369050,$1.50 / Half Hour,surface,Surface,false,1.50,35,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.50,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.664939,-79.368760,226.53,-3.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1612 Danforth Avenue,43.683577,-79.322995,$1.00 / Half Hour,surface,Surface,false,1.00,25,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.683601,-79.322614,294.61,1.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,74 Clinton Street,43.656159,-79.414480,$1.25 / Half Hour,garage,Garage,false,1.25,79,1.93,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Sunday - Thursday,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$8.00,,,,,yes,43.655994,-79.414178,264.30,-3.91,0,Friday - Saturday,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,255 Kennedy Avenue,43.651680,-79.475119,$1.25 / Half Hour,surface,Surface,false,1.25,56,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.651747,-79.475250,44.12,7.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,323 Richmond Street East,43.653381,-79.368582,$2.00 / Half Hour,garage,Garage,false,2.00,258,1.93,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Auto Express Pay Stations,Credit Card at Entry & Exit,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$13.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.653570,-79.368281,125.45,-4.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,7 Bartlett Avenue,43.660899,-79.433013,$1.00 / Half Hour,surface,Surface,false,1.00,38,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.660855,-79.433081,19.14,-0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,912 Eglinton Avenue West,43.700543,-79.428073,$1.25 / Half Hour,surface,Surface,false,1.25,28,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.700541,-79.427725,327.27,2.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,77 Gough Avenue,43.679481,-79.346287,$1.00 / Half Hour,surface,Surface,false,1.00,17,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am -6pm),$7.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.679362,-79.346356,28.20,2.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6 Sherwood Avenue,43.713751,-79.399213,$1.25 / Half Hour,surface,Surface,false,1.25,46,2.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.713657,-79.399078,357.11,-0.38,0,Saturday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141 Greenlaw Avenue,43.676198,-79.447739,$1.00 / Half Hour,surface,Surface,false,1.00,53,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.676425,-79.447945,132.03,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,31 Langford Avenue,43.680613,-79.340751,$0.75 / Half Hour,surface,Surface,false,0.75,27,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.680567,-79.340894,32.56,1.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,265 Willard Avenue,43.650431,-79.481771,$1.00 / Half Hour,surface,Surface,false,1.00,88,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (9am - 6pm),$6.00,Night Maximum (6pm - 9am),$3.00,,,,,yes,43.650319,-79.481894,26.30,0.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,376 Clinton Street,43.664441,-79.417580,$1.25 / Half Hour,surface,Surface,false,1.25,33,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.664204,-79.417300,294.57,1.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,573 Gerrard Street East,43.665202,-79.353164,$1.00 / Half Hour,surface,Surface,false,1.00,37,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.665373,-79.353150,182.67,-1.62,0,Saturday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,12 Woodycrest Avenue,43.680350,-79.342339,$0.75 / Half Hour,surface,Surface,false,0.75,35,,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$3.50,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.680386,-79.342097,256.60,2.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,25 Glenforest Road,43.730266,-79.402734,$1.25 / Half Hour,surface,Surface,false,1.25,26,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 9am),$5.00,,,,,yes,43.730480,-79.402570,196.51,-0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,995 Eglinton Avenue West,43.699612,-79.431131,$1.00 / Half Hour,surface,Surface,false,1.00,33,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$5.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.699784,-79.431166,125.65,-2.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,18 Ferrier Avenue,43.678945,-79.348798,$1.00 / Half Hour,surface,Surface,false,1.00,23,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 6am),$6.00,,,,,yes,43.678863,-79.348518,18.79,4.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,709 Millwood Road,43.704181,-79.374053,$1.25 / Half Hour,garage,Garage,false,1.25,20,1.98,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.704360,-79.374136,216.07,-4.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1325 Queen Street West,43.640950,-79.433856,$1.00 / Half Hour,surface,Surface,false,1.00,32,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.641177,-79.433772,157.14,-8.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,30 St. Clair Avenue West,43.688007,-79.395468,$2.00 / Half Hour,garage,Garage,false,2.00,173,,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Credit Card at Entry & Exit,Cashier,,Monday - Saturday,Day Maximum (7am - 6pm),$20.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.687912,-79.395382,328.59,-6.83,0,Sunday & Holidays,,,,,CLOSED,,,,,,,,,,,,,,,,,Daily Hours of Operation (6:30am - 1:30am),,,,,,,,,,,,,,,
164,453 Spadina Road,43.689543,-79.412946,$1.25 / Half Hour,surface,Surface,false,1.25,43,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.689450,-79.412884,15.26,6.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,18 Ossington Avenue,43.644655,-79.419286,$1.00 / Half Hour,surface,Surface,false,1.00,20,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.644758,-79.419072,277.89,4.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,146 Harrison Street,43.650423,-79.424404,$1.00 / Half Hour,surface,Surface,false,1.00,47,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.650391,-79.424356,8.18,-7.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,17 Hammersmith Avenue,43.671597,-79.294446,$1.00 / Half Hour,surface,Surface,false,1.00,30,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.671538,-79.294560,25.35,-4.20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,730 Mt. Pleasant Road,43.706702,-79.389750,$1.25 / Half Hour,garage,Garage,false,1.25,53,2.10,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Auto Express Pay Stations,Credit Card at Entry & Exit,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$8.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.706773,-79.389519,287.53,-5.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,737 Rhodes Avenue,43.682926,-79.324476,$1.00 / Half Hour,surface,Surface,false,1.00,24,,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.682676,-79.324554,17.35,-1.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,151 Hiawatha Road,43.672598,-79.322941,$1.00 / Half Hour,surface,Surface,false,1.00,50,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.672572,-79.323107,80.36,-1.87,0,,,,,,,,,,,,,,,,,,,,,,,LABOUR DAY - JUNE 30: PARKING ENFORCED FROM FRIDAY 6PM - MONDAY 7AM,JUNE 30 - LABOUR DAY: PARKING ENFORCED MONDAY - SUNDAY & HOLIDAYS,,,,,,,,,,,,,,
178,650 Mt. Pleasant Road,43.704763,-79.388956,$1.25 / Half Hour,garage,Garage,false,1.25,68,2.10,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.704797,-79.388733,281.83,-6.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,653 Gerrard Street East,43.665784,-79.350195,$1.00 / Half Hour,surface,Surface,false,1.00,25,2.15,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (7am - 6pm),$6.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.666012,-79.350128,124.91,0.81,0,Saturday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,268 Rhodes Ave,43.672047,-79.320366,$0.75 / Half Hour,surface,Surface,false,0.75,41,2.15,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday ,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.672035,-79.321050,105.63,7.34,0,Saturday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1155 King Street West,43.637863,-79.424011,$1.50 / Half Hour,surface,Surface,false,1.50,329,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$5.00,,,,,yes,43.637729,-79.424174,61.35,-4.60,0,,,,,,,,,,,,,,,,,,,,,,,Event Rate in effect when attended by a Cashier,,Event Rate,$10.00,,,,,,,,,,,,
184,192 Boardwalk Dr,43.668004,-79.307384,$0.75 / Half Hour,surface,Surface,false,0.75,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.668162,-79.306778,215.50,4.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,116 Joseph Duggan Rd,43.667724,-79.308522,$0.75 / Half Hour,surface,Surface,false,0.75,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,118 Sarah Ashbridge Ave,43.667445,-79.309487,$0.75 / Half Hour,surface,Surface,false,0.75,24,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$4.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.667681,-79.309067,213.90,0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,157 Beatrice Street,43.654669,-79.416411,$1.25 / Half Hour,surface,Surface,false,1.25,18,2.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$9.00,Night Maximum (6pm - 7am),$8.00,,,,,yes,43.654524,-79.416506,19.58,-2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1117 Dundas Street West,43.649267,-79.420135,$1.00 / Half Hour,surface,Surface,false,1.00,37,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$6.50,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.649443,-79.420163,152.88,-1.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,465 Huron Street,43.667778,-79.401648,$1.75 / Half Hour,surface,Surface,false,1.75,20,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$6.00,,,,,yes,43.667853,-79.401809,58.88,-6.10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,10 Kingsdale Avenue,43.770373,-79.412570,$1.25 / Half Hour,surface,Surface,false,1.25,50,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (5am - 7pm),$10.00,Night Maximum (7pm - 5am),$5.00,,,,,yes,43.770288,-79.412570,27.03,-12.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,246 Brooke Avenue,43.733158,-79.420295,$1.00 / Half Hour,surface,Surface,false,1.00,97,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7 am - 6 pm),$7.00,Night Maximum (6 pm - 7 am),$4.50,,,,,yes,43.733084,-79.420221,4.68,-1.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,800 Fleet Street,43.636821,-79.409705,$1.00 / Half Hour,surface,Surface,false,1.00,132,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday,Day Maximum (7am - 7am),$8.00,,,,,,,yes,43.636819,-79.409869,95.13,1.90,0,,,,,,,,,,,,,,,,,,,,,,,ATTENDED DURING EVENTS - EVENT RATE TO BE DETERMINED ON AN EVENT BY EVENT BASIS,,,,,,,,,,,,,,,
402,10 Empress Avenue,43.769459,-79.412484,$1.75 / Half Hour,surface,Surface,false,1.75,68,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (5am - 7pm),$13.00,Night Maximum (7pm - 5am),$6.00,,,,,yes,43.769440,-79.412243,343.64,-5.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,10 Harlandale Avenue,43.762168,-79.412441,$2.00 / Half Hour,surface,Surface,false,2.00,112,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$14.00,Night Maximum (6pm - 7am),$7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,95 Beecroft Road,43.763594,-79.414051,$1.75 / Half Hour,garage,Garage,false,1.75,387,1.93,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Pay at Exit Lane Stations,Credit Card at Entry & Exit,Pay and Display,Monday - Sunday & Holidays (Attended),Day Maximum (5am - 7pm),$10.00,Night Maximum (7pm - 5am),$5.00,,,,,yes,43.763531,-79.414176,26.30,-3.91,0,Monday - Friday (Unattended),Day Maximum (5am - 7pm),NO MAXIMUM,Night Maximum (7pm - 5am),$5.00,,,,,,,,Cashier,Saturday - Sunday & Holidays (Unattended),Day Maximum (5am - 7pm),$9.00,Night Maximum (7pm - 5am),$5.00,,,,,,,UPPER LEVEL,,LOWER LEVELS,,Monday - Sundays & Holidays (Unattended),Day Maximum (5am - 7pm),$10.00,Night Maximum (7pm - 5am),$5.00,,,,,
410,180 Beecroft Road,43.767569,-79.416143,$1.50 / Half Hour,surface,Surface,false,1.50,173,0.00,Bills,Coins,Charge (Visa / Mastercard / American Express Only),Auto Express Pay Stations,Credit Card at Entry & Exit,,Monday - Sunday & Holidays,Day Maximum (5am - 7pm),$10.00,Night Maximum (7pm - 5am),$3.00,,,,,yes,43.767449,-79.415862,270.15,-9.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1880 Avenue Road,43.732182,-79.419576,$1.00 / Half Hour,surface,Surface,false,1.00,32,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$4.00,,,,,yes,43.732416,-79.419434,227.03,-3.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,11 Finch West,43.779321,-79.416572,$1.50 / Half Hour,surface,Surface,false,1.50,62,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (5am - 7pm),$11.00,Night Maximum (7pm - 5am),$5.00,,,,,yes,43.779551,-79.416615,164.66,-0.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,4576 Yonge Street,43.756023,-79.410403,$1.50 / Half Hour,surface,Surface,false,1.50,17,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Friday,Day Maximum (5am - 7pm),$9.00,Night Maximum (7pm - 5am),$3.00,,,,,yes,43.756266,-79.410608,154.33,-7.27,0,Saturday & Sunday,Day Maximum (5am - 7pm),$3.00,Night Maximum (7pm - 5am),$3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,68 Sheppard Avenue West,43.760820,-79.414662,$1.00 / Half Hour,surface,Surface,false,1.00,34,2.15,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$10.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.760722,-79.414524,349.63,-10.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,7 Jackson Avenue,43.648474,-79.508958,$1.00 / Half Hour,surface,Surface,false,1.00,40,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (9am - 6pm),$7.00,Night Maximum (6pm - 9am),$3.00,,,,,yes,43.648351,-79.508854,6.73,2.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,11 Grenview Blvd. N.,43.648738,-79.507853,$1.00 / Half Hour,surface,Surface,false,1.00,59,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (9am - 6pm),$7.00,Night Maximum (6pm - 9am),$3.00,,,,,yes,43.648768,-79.508016,80.91,5.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,342 Prince Edward Drive,43.649142,-79.505889,$1.00 / Half Hour,surface,Surface,false,1.00,21,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),$7.00,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.649251,-79.505673,254.30,1.60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,12 Willingdon Blvd.,43.648389,-79.510632,$1.00 / Half Hour,surface,Surface,false,1.00,65,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm -7am),$3.00,,,,,yes,43.648504,-79.510355,237.42,4.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,9 Willingdon Blvd.,43.648234,-79.510117,$1.00 / Half Hour,surface,Surface,false,1.00,116,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (9am - 6pm),$7.00,Night Maximum (6pm - 9am),$3.00,,,,,yes,43.647942,-79.510114,11.06,-2.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,934 Royal York Road,43.646766,-79.511318,$1.00 / Half Hour,surface,Surface,false,1.00,11,0.00,Coins,Charge (Visa / Mastercard / American Express Only),,Pay and Display,,,Monday - Sunday & Holidays,Day Maximum (7am - 6pm),NO MAXIMUM,Night Maximum (6pm - 7am),$3.00,,,,,yes,43.646973,-79.511191,257.00,4.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
